hour,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,raining
1,27.04,27.0,27.1,1011.0,83,6.7,130,True
1,28.85,28.6,29.0,1011.0,74,5.1,310,True
3,28.8,28.6,29.0,1009.1,74,2.6,110,True
18,25.79,25.79,25.79,1009.0,88,3.19,243,True
13,25.11,24.0,26.0,1007.0,88,2.0,320,True
17,26.0,26.0,26.0,1010.8,94,2.6,160,True
2,25.91,25.91,25.91,1008.0,89,2.32,90,True
4,25.0,25.0,25.0,1012.0,91,1.5,240,True
5,26.53,26.53,26.53,1011.0,86,1.92,142,True
15,25.4,25.4,25.4,1009.6,86,1.0,150,True
3,30.4,30.4,30.4,1010.5,66,2.1,260,True
14,25.13,25.13,25.13,1011.0,88,4.96,134,True
15,26.4,26.0,26.8,1008.8,88,5.1,270,True
3,28.2,28.0,28.4,1009.1,74,5.1,240,True
16,25.85,25.0,26.4,1009.1,100,4.6,250,True
18,25.2,25.2,25.2,1007.1,93,6.2,290,True
19,24.52,24.52,24.52,1012.0,84,6.77,111,True
8,27.56,27.0,28.0,1005.1,83,1.0,50,True
15,26.8,26.8,26.8,1010.2,87,3.6,270,True
3,26.8,26.8,26.8,1010.8,85,5.7,270,True
18,26.21,26.21,26.21,1012.0,87,1.2,106,True
15,26.0,26.0,26.0,1009.0,88,6.7,270,True
23,26.04,26.0,26.1,1010.0,89,3.09,340,True
17,26.8,26.8,26.8,1007.8,92,2.1,70,True
1,25.33,25.33,25.33,1014.0,85,6.03,113,True
7,27.95,27.0,28.7,1006.0,88,5.46,126,True
8,28.85,28.7,29.0,1006.0,77,1.0,360,True
19,26.2,26.2,26.2,1009.2,93,1.0,210,True
7,26.05,26.05,26.05,1011.0,84,5.07,180,True
1,28.0,28.0,28.0,1010.2,83,7.7,280,True
7,26.38,26.38,26.38,1007.0,87,6.37,265,True
2,26.57,26.57,26.57,1013.0,86,1.09,211,True
0,24.0,24.0,24.0,1009.1,100,0.17,86,True
14,25.98,25.98,25.98,1010.0,90,4.51,283,True
18,24.92,24.8,25.0,1004.1,96,2.1,340,True
5,29.4,28.4,30.0,1007.0,75,7.72,270,True
14,27.59,27.59,27.59,1008.0,87,4.99,95,True
15,27.85,27.7,28.0,1011.2,84,3.6,100,True
8,27.06,27.06,27.06,1009.0,84,5.35,136,True
21,25.35,25.35,25.35,1010.0,90,1.55,109,True
3,28.2,28.2,28.2,1010.2,85,4.1,270,True
3,24.28,24.28,24.28,1014.0,84,8.24,125,True
9,28.6,28.6,28.6,1006.1,81,6.7,270,True
16,27.24,27.0,27.4,1009.1,88,3.1,280,True
1,23.8,23.8,23.8,1007.0,93,3.1,120,True
12,25.85,25.7,26.0,1009.5,93,2.6,300,True
1,24.69,24.69,24.69,1015.0,86,4.68,133,True
14,27.12,27.12,27.12,1011.0,87,2.73,89,True
20,24.8,24.8,24.8,1004.6,94,6.97,276,True
19,26.0,26.0,26.0,1008.0,94,1.0,290,True
19,26.47,26.47,26.47,1008.0,86,6.7,275,True
3,26.2,26.2,26.2,1009.1,85,2.6,170,True
17,24.52,24.52,24.52,1014.0,83,5.01,114,True
3,29.2,29.2,29.2,1009.2,76,4.1,280,True
0,26.07,26.07,26.07,1011.0,89,0.33,176,True
13,27.28,27.28,27.28,1012.0,84,6.29,106,True
22,26.3,26.3,26.3,1008.0,84,0.78,171,True
1,27.62,27.0,28.0,1010.0,84,6.69,290,True
15,24.95,24.9,25.0,1009.2,94,2.6,20,True
20,25.51,25.51,25.51,1011.0,91,3.81,261,True
20,25.4,25.0,25.8,1011.2,88,5.1,90,True
23,27.05,27.05,27.05,1010.0,81,1.93,140,True
5,30.11,30.0,30.3,1010.0,74,4.6,100,True
15,27.97,27.9,28.0,1006.0,84,2.57,350,True
18,26.6,26.6,26.6,1009.7,95,2.82,114,True
22,24.6,24.6,24.6,1012.3,96,2.48,139,True
11,26.2,26.2,26.2,1012.9,82,2.1,110,True
15,26.15,26.0,26.3,1007.1,84,6.7,270,True
13,28.36,28.0,28.6,1010.8,88,3.1,100,True
11,26.83,26.83,26.83,1007.0,84,2.27,256,True
19,25.7,25.7,25.7,1009.1,94,4.46,278,True
15,25.9,25.8,26.0,1011.0,83,3.6,360,True
1,26.0,26.0,26.0,1010.8,100,2.6,290,True
23,26.33,25.0,27.2,1008.1,88,6.29,101,True
15,26.4,26.4,26.4,1011.9,82,2.3,110,True
7,25.94,25.94,25.94,1012.0,84,5.56,158,True
15,26.0,26.0,26.0,1010.0,88,4.1,310,True
16,25.07,25.0,25.2,1008.0,94,3.59,136,True
18,26.86,26.86,26.86,1008.0,85,3.68,250,True
15,26.6,26.2,27.0,1009.1,83,6.2,270,True
0,27.8,27.6,28.0,1011.9,83,3.6,110,True
20,26.22,26.22,26.22,1009.0,88,2.27,260,True
17,25.26,25.26,25.26,1008.0,88,3.25,270,True
22,22.0,22.0,22.0,1012.2,92,4.23,105,True
18,26.57,25.7,27.0,1009.0,88,2.6,140,True
6,27.34,27.34,27.34,1007.0,83,0.93,192,True
21,25.09,25.09,25.09,1010.0,90,2.31,149,True
23,26.2,26.2,26.2,1007.8,90,4.1,260,True
22,26.0,26.0,26.0,1006.1,94,3.1,350,True
2,27.77,27.77,27.77,1009.0,79,4.31,274,True
17,25.96,25.9,26.0,1009.0,94,2.6,110,True
14,24.6,24.6,24.6,1015.0,87,5.11,121,True
1,26.6,26.6,26.6,1007.4,88,2.6,240,True
11,27.18,27.18,27.18,1009.0,80,2.76,227,True
12,26.5,26.0,27.0,1011.0,88,1.16,109,True
22,24.0,24.0,24.0,1006.1,94,6.2,240,True
8,30.0,30.0,30.0,1005.0,75,2.57,160,True
19,25.92,25.8,26.0,1012.0,94,2.1,270,True
0,25.62,25.62,25.62,1012.0,90,2.25,283,True
17,26.2,26.2,26.2,1011.0,86,0.93,130,True
21,26.0,26.0,26.0,1007.4,88,2.1,20,True
15,26.92,26.92,26.92,1009.0,84,4.37,260,True
15,28.0,28.0,28.0,1007.3,78,5.7,290,True
5,27.13,27.13,27.13,1010.0,85,1.99,155,True
23,26.69,26.69,26.69,1010.0,83,0.37,340,True
23,26.97,26.0,27.6,1008.1,88,0.51,217,True
1,27.3,26.2,29.0,1010.8,83,0.98,195,True
7,26.27,26.27,26.27,1006.0,86,10.37,273,True
22,24.64,24.4,25.0,1010.2,94,1.5,130,True
12,23.2,23.2,23.2,1009.4,96,2.1,350,True
0,27.05,27.0,27.1,1007.1,83,8.2,290,True
14,26.22,26.22,26.22,1009.0,91,10.04,282,True
17,25.8,25.8,25.8,1010.5,89,6.7,280,True
12,26.38,26.38,26.38,1012.0,88,2.64,120,True
18,25.7,25.7,25.7,1007.1,95,2.63,116,True
19,26.2,26.2,26.2,1010.0,92,4.1,300,True
20,26.11,26.0,26.3,1003.0,88,7.0,300,True
19,26.2,26.2,26.2,1010.2,89,3.0,125,True
14,27.85,27.6,28.0,1008.0,84,3.6,130,True
14,25.82,25.7,26.0,1005.1,94,3.6,260,True
23,25.57,25.0,26.5,1009.0,94,6.69,330,True
21,25.7,25.7,25.7,1009.2,95,1.24,268,True
19,25.11,25.0,25.3,1009.0,94,2.6,150,True
12,26.65,26.65,26.65,1007.0,84,4.97,288,True
20,24.15,23.6,25.0,1008.1,94,2.35,349,True
20,25.95,25.95,25.95,1011.0,85,3.68,102,True
18,25.17,25.17,25.17,1013.0,89,4.79,114,True
18,25.39,25.39,25.39,1008.0,88,4.94,280,True
23,28.0,28.0,28.0,1008.0,88,5.7,270,True
17,26.64,26.4,27.0,1010.2,88,3.1,90,True
4,25.77,25.77,25.77,1012.0,89,2.36,234,True
8,26.92,26.8,27.0,1009.0,83,5.1,270,True
22,25.6,25.6,25.6,1010.0,92,2.31,150,True
18,25.54,25.54,25.54,1010.0,89,1.41,272,True
0,26.4,26.4,26.4,1009.9,85,1.5,360,True
18,25.2,25.2,25.2,1008.7,94,1.5,350,True
12,25.66,25.66,25.66,1009.0,91,5.22,276,True
15,26.86,26.86,26.86,1011.0,79,7.46,108,True
10,25.48,25.48,25.48,1010.0,86,3.13,130,True
17,27.64,27.0,28.0,1007.0,83,2.6,310,True
5,28.49,28.0,29.3,1010.0,88,7.7,100,True
17,26.57,26.57,26.57,1008.0,82,0.46,60,True
17,26.4,26.4,26.4,1008.0,90,2.6,270,True
0,24.0,24.0,24.0,1010.8,96,2.1,270,True
0,26.93,26.0,28.0,1011.0,78,4.0,280,True
20,26.25,25.5,27.0,1010.8,94,4.6,80,True
14,26.13,26.13,26.13,1009.0,90,5.15,274,True
18,24.83,24.83,24.83,1013.0,81,7.79,111,True
21,25.6,25.6,25.6,1009.2,93,0.5,300,True
22,26.19,26.0,26.5,1012.0,88,2.1,40,True
17,25.0,25.0,25.0,1007.1,94,2.1,360,True
15,28.94,28.8,29.0,1010.0,83,4.1,130,True
2,27.79,27.0,29.0,1010.2,79,4.6,110,True
19,24.78,24.78,24.78,1010.0,88,2.48,121,True
2,25.47,25.47,25.47,1012.0,85,6.92,105,True
18,25.83,25.5,26.0,1010.0,83,2.6,310,True
13,25.0,25.0,25.0,1010.2,100,2.1,180,True
21,25.05,25.05,25.05,1010.0,91,2.1,241,True
0,26.1,26.0,26.3,1007.0,94,3.6,330,True
14,26.99,26.99,26.99,1013.0,87,2.15,89,True
23,26.37,26.37,26.37,1013.0,84,7.35,100,True
19,25.0,25.0,25.0,1007.1,88,2.1,360,True
10,26.26,26.26,26.26,1005.0,90,4.29,269,True
20,25.2,25.2,25.2,1009.2,90,4.98,290,True
21,26.9,26.7,27.0,1008.0,83,4.1,320,True
17,26.31,26.31,26.31,1010.0,87,4.49,257,True
2,27.37,27.37,27.37,1010.0,83,1.58,92,True
14,23.24,23.0,23.4,1009.1,100,3.1,330,True
17,25.64,25.64,25.64,1012.0,84,2.94,161,True
18,24.5,24.5,24.5,1011.0,87,5.81,132,True
18,25.16,25.16,25.16,1009.0,89,3.02,131,True
6,26.49,26.49,26.49,1010.0,86,2.83,128,True
15,26.7,26.7,26.7,1008.1,94,1.86,68,True
20,24.98,24.98,24.98,1013.0,89,4.77,110,True
13,25.49,25.49,25.49,1012.0,80,6.34,117,True
17,26.0,26.0,26.0,1011.9,94,1.0,40,True
3,26.07,26.07,26.07,1012.0,87,1.34,177,True
19,24.8,24.8,24.8,1012.0,85,7.95,107,True
4,28.45,27.0,29.4,1010.2,83,5.1,110,True
16,25.43,25.43,25.43,1011.0,84,2.89,97,True
8,26.25,26.25,26.25,1009.0,88,1.29,106,True
17,27.0,27.0,27.0,1007.0,89,4.12,270,True
13,26.33,26.33,26.33,1010.0,81,7.28,115,True
10,28.5,28.5,28.5,1009.3,78,2.1,300,True
14,26.11,26.11,26.11,1010.0,89,1.08,358,True
17,24.0,24.0,24.0,1010.2,94,4.61,262,True
7,26.79,26.0,27.3,1008.1,88,10.3,240,True
6,25.95,25.95,25.95,1012.0,89,2.24,172,True
15,26.1,26.1,26.1,1009.4,91,2.6,350,True
14,25.23,25.0,25.6,1014.0,89,6.17,120,True
2,27.12,27.0,27.2,1010.2,83,1.08,254,True
4,29.2,29.2,29.2,1009.3,76,2.6,300,True
18,24.78,24.78,24.78,1010.0,92,2.4,157,True
0,25.0,25.0,25.0,1009.1,94,2.6,230,True
6,26.19,26.19,26.19,1007.0,86,2.75,256,True
20,24.16,23.5,25.0,1008.1,94,6.2,260,True
22,25.49,25.0,26.3,1008.0,89,4.63,310,True
6,29.2,29.2,29.2,1008.2,76,3.6,300,True
21,25.78,25.78,25.78,1012.0,88,1.06,150,True
8,29.0,29.0,29.0,1005.1,79,6.2,250,True
14,26.89,26.7,27.0,1009.0,94,3.6,340,True
2,28.0,28.0,28.0,1010.0,89,2.06,230,True
23,25.34,25.34,25.34,1011.0,90,0.94,126,True
22,26.2,26.2,26.2,1007.0,86,4.09,239,True
20,24.5,24.5,24.5,1013.0,84,7.41,110,True
20,26.0,26.0,26.0,1004.4,80,5.1,310,True
11,24.0,24.0,24.0,1009.1,94,8.7,280,True
12,27.0,27.0,27.0,1008.1,88,2.1,230,True
5,26.34,26.0,26.6,1007.1,94,5.1,300,True
5,26.0,26.0,26.0,1010.0,87,9.24,270,True
14,27.74,27.3,28.0,1008.0,78,9.8,280,True
23,24.77,24.77,24.77,1014.0,86,7.25,100,True
0,25.68,25.68,25.68,1011.0,91,2.49,143,True
14,25.66,25.66,25.66,1016.0,85,6.22,120,True
15,27.01,27.01,27.01,1013.0,83,0.86,20,True
10,27.91,27.91,27.91,1008.0,86,4.22,129,True
15,26.8,26.8,26.8,1010.8,87,3.09,295,True
1,25.62,25.0,26.0,1011.0,88,4.1,70,True
22,25.0,25.0,25.0,1009.1,100,1.86,116,True
4,25.36,25.36,25.36,1007.0,92,9.68,270,True
0,27.0,27.0,27.0,1010.8,87,3.52,128,True
2,26.02,26.02,26.02,1008.0,87,9.02,278,True
10,25.97,25.97,25.97,1007.0,89,1.41,22,True
8,26.85,26.85,26.85,1010.0,83,2.21,178,True
19,24.0,24.0,24.0,1009.5,91,2.6,360,True
17,23.52,23.2,24.0,1009.1,94,5.7,300,True
16,27.19,27.19,27.19,1012.0,87,3.16,95,True
21,26.53,26.53,26.53,1010.0,87,1.68,92,True
18,27.0,27.0,27.0,1009.1,82,4.6,260,True
17,26.17,26.17,26.17,1012.0,87,1.63,275,True
9,27.13,27.0,27.4,1006.0,84,8.75,300,True
20,25.08,25.08,25.08,1012.0,85,4.76,137,True
0,26.6,26.6,26.6,1009.1,90,1.36,33,True
4,27.2,27.2,27.2,1010.2,92,3.1,300,True
12,26.64,26.64,26.64,1010.0,82,0.63,33,True
23,27.08,26.0,28.0,1011.0,78,6.89,95,True
1,24.82,24.7,25.0,1012.9,88,2.5,137,True
13,23.98,23.98,23.98,1013.0,89,0.69,131,True
17,26.64,26.64,26.64,1011.0,90,4.29,111,True
17,26.83,26.83,26.83,1011.0,84,6.08,113,True
2,26.34,26.34,26.34,1012.0,89,3.11,104,True
2,29.08,29.0,29.2,1011.0,83,3.1,100,True
9,28.6,28.6,28.6,1004.1,84,5.1,260,True
8,27.87,27.87,27.87,1006.0,81,1.68,176,True
17,24.18,24.0,24.3,1009.1,94,1.31,327,True
19,25.11,25.0,25.3,1009.0,100,2.1,30,True
11,26.21,26.21,26.21,1009.0,87,0.14,352,True
17,26.27,26.27,26.27,1011.0,86,3.65,139,True
14,24.6,24.0,25.6,1014.0,94,3.1,330,True
21,23.7,23.7,23.7,1013.0,85,4.62,125,True
7,26.94,26.94,26.94,1008.0,84,3.45,247,True
1,27.55,26.8,28.0,1011.0,74,5.94,101,True
9,27.23,27.23,27.23,1005.0,84,1.11,154,True
7,27.44,27.44,27.44,1010.0,83,1.79,174,True
18,27.97,27.9,28.0,1005.0,83,7.7,290,True
21,26.2,26.2,26.2,1010.0,85,3.09,245,True
16,26.61,26.61,26.61,1009.0,88,3.68,104,True
15,25.7,25.7,25.7,1014.0,91,4.43,272,True
1,25.98,25.98,25.98,1011.0,86,1.56,138,True
12,26.1,26.0,26.3,1007.0,94,2.57,30,True
5,28.8,28.6,29.0,1008.0,83,5.1,270,True
19,25.89,25.7,26.0,1010.0,89,0.51,200,True
13,26.48,26.48,26.48,1011.0,88,1.08,290,True
13,26.78,26.78,26.78,1009.0,92,3.68,143,True
16,24.66,24.1,25.0,1009.0,88,6.0,250,True
19,25.0,25.0,25.0,1007.1,94,4.1,270,True
21,24.71,24.71,24.71,1012.0,90,3.43,125,True
18,25.93,25.8,26.0,1009.0,94,2.6,130,True
18,25.2,25.2,25.2,1008.1,97,3.54,207,True
0,25.62,25.62,25.62,1012.0,88,3.84,256,True
17,26.02,26.02,26.02,1008.0,88,6.98,278,True
21,26.67,26.67,26.67,1009.0,81,4.5,128,True
22,24.92,24.8,25.0,1011.0,94,1.0,0,True
19,27.32,27.32,27.32,1012.0,85,2.34,102,True
19,25.36,25.0,25.6,1009.1,100,7.7,290,True
11,26.94,26.94,26.94,1007.0,85,2.73,103,True
12,27.0,27.0,27.0,1009.8,81,6.2,240,True
11,26.32,26.32,26.32,1010.0,86,1.03,284,True
22,26.82,26.7,27.0,1006.1,83,6.7,280,True
13,25.49,25.49,25.49,1013.0,89,4.33,275,True
21,26.03,26.0,26.1,1009.1,94,1.5,10,True
0,26.8,26.8,26.8,1010.0,88,1.98,82,True
19,25.4,25.4,25.4,1006.1,90,3.6,320,True
7,26.09,25.5,27.0,1010.0,88,3.6,270,True
13,26.04,26.0,26.1,1010.0,88,3.6,310,True
13,25.81,25.5,26.0,1008.0,88,1.5,20,True
16,28.03,27.0,28.9,1011.0,83,7.2,160,True
17,26.71,26.71,26.71,1008.0,86,6.57,280,True
21,25.03,25.0,25.1,1010.0,94,2.6,60,True
21,26.3,26.3,26.3,1011.0,89,1.16,248,True
1,26.0,26.0,26.0,1011.0,89,1.81,111,True
10,27.19,27.0,27.5,1008.0,79,2.57,260,True
11,27.5,27.5,27.5,1010.0,83,4.01,258,True
9,28.0,28.0,28.0,1007.0,77,4.05,289,True
1,25.6,25.6,25.6,1012.0,84,2.83,131,True
10,27.41,27.41,27.41,1010.0,80,0.64,36,True
23,26.73,26.73,26.73,1011.0,88,3.21,280,True
0,25.8,25.8,25.8,1010.2,90,2.23,137,True
4,27.09,26.4,28.0,1005.0,78,2.0,260,True
17,23.68,23.68,23.68,1012.0,90,3.48,150,True
21,25.85,25.7,26.0,1007.1,92,9.8,270,True
9,27.1,27.0,27.2,1005.0,88,1.5,170,True
12,26.84,26.5,27.0,1012.0,83,1.0,0,True
4,26.85,26.85,26.85,1009.0,85,11.3,277,True
21,24.9,24.8,25.0,1007.8,92,1.0,280,True
1,26.22,24.4,27.0,1015.0,74,1.5,120,True
19,26.9,26.9,26.9,1013.0,86,7.02,96,True
22,26.91,26.0,27.5,1006.0,94,4.1,50,True
9,27.77,27.3,28.0,1007.0,79,1.03,0,True
21,27.25,27.0,27.5,1007.0,88,4.6,300,True
13,26.9,26.9,26.9,1011.0,85,2.62,120,True
4,27.19,26.0,29.0,1011.0,79,6.69,280,True
6,28.0,28.0,28.0,1007.1,84,5.1,300,True
15,27.24,27.24,27.24,1011.0,83,4.99,267,True
16,25.58,25.3,26.0,1007.1,94,2.1,220,True
22,25.0,25.0,25.0,1008.0,94,2.1,360,True
17,26.0,26.0,26.0,1010.2,88,2.6,270,True
0,26.4,26.4,26.4,1008.1,92,2.28,233,True
15,27.68,27.68,27.68,1012.0,82,1.34,311,True
14,24.24,24.0,24.4,1010.2,94,1.5,50,True
1,25.61,25.61,25.61,1011.0,92,3.2,119,True
16,24.94,24.9,25.0,1009.1,94,3.28,285,True
0,26.87,26.87,26.87,1009.0,88,6.33,286,True
11,24.6,24.6,24.6,1007.0,94,11.8,270,True
7,27.82,27.7,28.0,1005.1,78,8.2,260,True
17,26.06,26.06,26.06,1010.0,90,2.39,70,True
8,24.6,24.6,24.6,1012.0,80,8.88,127,True
23,25.26,25.0,25.7,1007.0,94,1.03,0,True
0,27.4,27.0,28.0,1007.0,78,5.0,290,True
8,27.62,27.0,28.0,1009.0,83,3.1,330,True
0,26.13,26.13,26.13,1010.0,89,2.77,117,True
17,26.64,26.64,26.64,1011.0,86,2.65,125,True
18,25.07,25.07,25.07,1013.0,88,5.57,113,True
21,25.78,25.78,25.78,1009.0,90,0.92,251,True
10,28.0,28.0,28.0,1010.0,83,0.96,3,True
21,24.6,24.6,24.6,1007.9,97,3.1,90,True
14,24.85,24.6,25.0,1010.0,94,6.69,260,True
15,23.95,23.9,24.0,1013.0,96,2.6,350,True
23,25.04,25.04,25.04,1013.0,85,6.22,105,True
19,27.8,27.8,27.8,1007.4,86,5.1,270,True
17,26.81,26.81,26.81,1012.0,84,3.69,93,True
2,30.3,30.3,30.3,1009.0,71,1.0,200,True
2,26.04,26.04,26.04,1009.0,90,5.81,267,True
16,26.74,26.74,26.74,1009.0,87,6.73,290,True
15,27.15,27.0,27.3,1008.0,91,2.1,360,True
3,25.2,25.2,25.2,1012.9,90,2.1,40,True
6,24.9,24.8,25.0,1006.1,100,4.1,290,True
15,24.69,24.69,24.69,1014.0,76,6.63,124,True
23,25.77,25.77,25.77,1010.0,89,1.36,281,True
7,26.83,26.83,26.83,1011.0,85,4.11,125,True
16,26.76,26.76,26.76,1008.0,89,6.91,284,True
18,26.2,26.2,26.2,1009.1,93,1.5,90,True
21,24.6,24.6,24.6,1008.1,94,2.1,240,True
20,25.7,25.7,25.7,1008.0,96,2.1,30,True
15,27.0,27.0,27.0,1011.9,79,4.1,260,True
8,25.93,25.93,25.93,1006.0,89,3.77,280,True
11,26.8,26.8,26.8,1007.0,85,7.39,259,True
2,26.02,26.02,26.02,1012.0,87,2.49,135,True
20,24.04,24.04,24.04,1012.0,86,3.35,137,True
13,27.0,27.0,27.0,1010.8,88,3.6,350,True
16,26.0,26.0,26.0,1010.1,90,5.1,270,True
18,27.2,27.0,27.4,1005.1,83,7.7,270,True
15,24.9,24.9,24.9,1011.9,93,1.0,20,True
20,26.33,26.33,26.33,1008.0,88,2.32,111,True
12,25.6,25.6,25.6,1009.1,94,2.1,310,True
20,25.32,25.32,25.32,1010.0,89,4.45,131,True
10,27.25,27.25,27.25,1009.0,86,1.02,158,True
21,26.73,26.73,26.73,1009.0,88,3.34,98,True
9,25.0,25.0,25.0,1008.4,90,2.6,350,True
16,25.18,25.0,25.3,1011.9,94,0.47,86,True
17,26.0,26.0,26.0,1007.1,88,6.2,310,True
21,25.92,25.92,25.92,1009.0,87,1.72,68,True
23,26.15,26.0,26.4,1011.0,83,5.7,90,True
22,26.7,26.5,27.0,1010.8,94,1.0,320,True
3,27.1,27.0,27.2,1003.4,84,6.2,260,True
12,26.86,26.86,26.86,1012.0,85,3.33,261,True
10,27.63,27.63,27.63,1009.0,79,2.22,114,True
22,26.06,26.0,26.1,1007.1,88,1.0,0,True
14,26.41,26.41,26.41,1011.0,85,4.19,290,True
14,27.31,27.0,28.0,1013.0,88,2.0,20,True
2,27.08,27.08,27.08,1013.0,83,1.7,116,True
17,26.18,26.18,26.18,1011.0,89,1.85,246,True
3,27.8,27.8,27.8,1010.2,84,3.6,260,True
10,26.05,26.05,26.05,1009.0,86,0.86,272,True
9,26.19,26.19,26.19,1008.0,84,2.71,235,True
15,26.83,26.5,27.0,1009.0,88,2.6,240,True
2,28.0,28.0,28.0,1010.2,83,2.1,270,True
16,27.6,27.6,27.6,1009.2,82,0.4,191,True
16,25.0,25.0,25.0,1010.8,94,7.7,260,True
20,25.5,25.5,25.5,1006.1,94,2.28,103,True
3,27.0,27.0,27.0,1010.6,87,5.1,110,True
19,26.19,25.0,27.0,1008.0,88,3.0,230,True
13,25.3,25.3,25.3,1011.5,91,0.79,71,True
0,25.95,25.9,26.0,1008.6,90,3.1,120,True
16,27.64,27.4,28.0,1009.1,78,4.6,280,True
13,26.8,26.8,26.8,1012.0,86,5.76,119,True
16,26.42,26.0,26.7,1002.0,88,15.9,280,True
9,25.6,25.6,25.6,1008.0,85,4.1,330,True
2,26.15,26.0,26.4,1011.0,89,6.69,290,True
8,26.0,26.0,26.0,1007.1,94,6.2,300,True
4,27.7,26.0,29.44,1008.0,94,2.1,160,True
23,25.83,25.83,25.83,1010.0,87,0.17,339,True
20,25.3,24.9,26.0,1010.0,88,3.1,170,True
22,26.21,26.21,26.21,1006.0,87,4.05,276,True
20,26.8,26.6,27.0,1010.2,83,5.1,280,True
23,25.27,25.27,25.27,1014.0,88,5.9,116,True
7,27.6,27.6,27.6,1006.4,88,2.6,100,True
20,26.62,26.0,27.0,1006.0,84,11.32,280,True
12,26.0,26.0,26.0,1010.2,94,7.7,270,True
12,25.75,25.75,25.75,1013.0,83,7.23,116,True
12,28.6,28.6,28.6,1008.6,80,0.34,193,True
0,27.73,27.2,28.0,1010.0,79,1.54,330,True
20,25.58,25.0,26.0,1010.8,91,3.0,107,True
1,25.84,25.84,25.84,1010.0,90,5.22,263,True
8,26.44,26.44,26.44,1011.0,82,3.64,152,True
4,28.15,27.6,29.0,1009.1,79,2.1,70,True
23,24.76,24.76,24.76,1013.0,91,7.41,108,True
0,26.53,26.53,26.53,1009.0,84,3.94,283,True
8,26.47,26.47,26.47,1009.0,84,0.72,132,True
7,26.59,26.59,26.59,1010.0,85,4.3,213,True
0,23.6,23.6,23.6,1008.9,92,1.5,260,True
8,26.78,26.78,26.78,1008.0,85,4.31,240,True
2,25.98,25.98,25.98,1010.0,87,4.72,269,True
2,26.49,26.49,26.49,1013.0,82,5.69,139,True
15,27.6,27.6,27.6,1009.1,84,5.1,260,True
7,28.6,28.6,28.6,1009.7,60,2.6,280,True
17,24.0,24.0,24.0,1009.1,100,4.1,110,True
22,24.7,24.7,24.7,1014.0,86,5.29,100,True
17,24.11,24.11,24.11,1013.0,85,5.44,116,True
6,27.2,27.2,27.2,1008.1,84,2.1,130,True
17,26.77,26.4,27.0,1010.0,83,0.5,0,True
2,27.21,26.0,28.0,1010.2,94,3.6,300,True
3,26.9,26.9,26.9,1009.0,82,5.37,275,True
9,26.74,26.74,26.74,1007.0,87,2.26,145,True
2,26.97,26.0,27.6,1010.2,88,3.6,240,True
13,25.38,25.38,25.38,1009.0,87,4.27,284,True
22,25.85,25.6,26.0,1012.0,94,0.5,0,True
20,25.9,25.8,26.0,1009.1,94,2.1,240,True
13,26.17,26.17,26.17,1011.0,89,2.62,107,True
13,26.2,26.2,26.2,1011.5,91,4.1,230,True
18,24.8,24.6,25.0,1001.8,93,3.6,250,True
21,26.15,26.0,26.3,1010.0,94,1.5,130,True
21,24.5,24.5,24.5,1012.0,87,3.9,115,True
23,24.73,22.78,26.3,1009.0,94,4.6,260,True
22,24.39,24.0,25.0,1009.0,94,3.6,320,True
0,27.0,27.0,27.0,1009.1,90,4.1,290,True
18,26.87,26.87,26.87,1007.0,83,3.47,294,True
11,27.06,27.06,27.06,1007.0,84,2.46,36,True
15,28.03,28.0,28.1,1009.0,94,5.7,180,True
4,29.4,29.4,29.4,1010.3,73,5.1,280,True
10,30.2,30.2,30.2,1005.7,77,0.47,190,True
7,29.88,29.8,30.0,1006.0,74,4.6,280,True
7,29.08,29.0,29.2,1004.0,79,2.57,280,True
16,24.09,23.0,25.9,1008.0,94,6.7,260,True
22,21.26,21.0,21.7,1011.0,94,3.6,220,True
17,24.3,24.0,24.6,1010.0,94,7.32,106,True
8,26.43,26.43,26.43,1009.0,89,1.0,129,True
8,28.25,28.25,28.25,1008.0,79,1.97,211,True
19,25.85,25.6,26.0,1003.0,88,5.0,300,True
11,24.98,24.98,24.98,1012.0,83,8.41,123,True
17,26.2,26.2,26.2,1008.3,90,1.5,340,True
14,25.0,25.0,25.0,1009.1,100,3.6,360,True
11,28.0,28.0,28.0,1011.0,83,6.12,93,True
6,25.8,25.8,25.8,1009.1,93,2.1,70,True
7,26.16,26.16,26.16,1009.0,85,2.34,141,True
4,26.51,25.7,27.0,1007.0,89,2.06,270,True
19,25.8,25.8,25.8,1010.0,84,2.12,167,True
4,25.0,25.0,25.0,1010.8,94,2.6,300,True
15,24.8,24.8,24.8,1010.8,93,4.67,276,True
17,26.34,26.34,26.34,1011.0,90,2.93,110,True
15,25.67,25.67,25.67,1009.0,89,6.34,295,True
23,24.0,24.0,24.0,1009.7,94,4.88,259,True
5,27.0,27.0,27.0,1010.8,88,2.6,90,True
20,25.57,25.57,25.57,1010.0,89,2.48,205,True
6,27.11,27.11,27.11,1009.0,87,2.34,233,True
0,26.0,26.0,26.0,1008.1,94,1.5,330,True
15,26.7,26.4,27.0,1009.6,88,6.7,270,True
8,26.97,26.97,26.97,1006.0,83,2.7,245,True
18,26.17,26.17,26.17,1011.0,90,3.11,115,True
7,31.6,31.6,31.6,1008.1,64,3.6,120,True
21,24.13,24.0,24.4,1007.0,100,2.57,310,True
